"year","make","model","trim","body","transmission","vin","state","condition","odometer","color","interior","seller","mmr","sellingprice","saledate","saledate_clean"
2011,"Dodge","Durango","Citadel","Suv","Automatic","1d4se5gt4bc725239","fl",4,55057,"gray","black","gatorland toyota",24200,24600,"Thu Jan 15 2015 01:40:00 GMT-0800 (PST)",2015-01-15
2011,"Dodge","Durango","Citadel","Suv","Other","1d4se5gt4bc725239","co",43,55060,"black","black","justus motors company inc",25000,27000,"Wed Feb 11 2015 03:45:00 GMT-0800 (PST)",2015-02-11
2011,"Dodge","Durango","Citadel","Suv","Other","1d4se5gt9bc699589","pa",28,47326,"blue","brown","fiserv/usb dealer services northstar exchange",25500,24600,"Fri Jan 09 2015 09:00:00 GMT-0800 (PST)",2015-01-09
2011,"Dodge","Durango","Citadel","Suv","Automatic","1d4se5gt9bc699589","co",41,47687,"blue","tan","carplex holdings llc",26500,26800,"Wed Mar 04 2015 03:45:00 GMT-0800 (PST)",2015-03-04
2005,"Dodge","Ram Pickup 1500","ST","Regular Cab","Automatic","1d7ha16k75j646674","pa",37,88970,"red","gray","alans autos",4325,6300,"Fri Jan 02 2015 09:00:00 GMT-0800 (PST)",2015-01-02
2005,"Dodge","Ram Pickup 1500","ST","Regular Cab","Automatic","1d7ha16k75j646674","fl",39,88978,"red","gray","westfall auto sales",4300,7700,"Wed Feb 11 2015 01:30:00 GMT-0800 (PST)",2015-02-11
2008,"Dodge","Ram Pickup 1500","ST","Regular Cab","Automatic","1d7ha16n28j150504","oh",38,99636,"black","gray","dt credit corporation",7175,7000,"Thu Jan 29 2015 01:00:00 GMT-0800 (PST)",2015-01-29
2008,"Dodge","Ram Pickup 1500","SLT","Regular Cab","Automatic","1d7ha16n28j150504","tn",35,99644,"black","gray","sullivan auto group llc",7375,9800,"Wed Mar 04 2015 02:30:00 GMT-0800 (PST)",2015-03-04
2006,"Dodge","Ram Pickup 1500","SLT","Regular Cab","Other","1d7ha16n66j105935","fl",35,77871,"white","Unknown","xpress finance inc",6375,8800,"Wed Dec 17 2014 15:10:00 GMT-0800 (PST)",2014-12-17
2006,"Dodge","Ram Pickup 1500","SLT","Regular Cab","Automatic","1d7ha16n66j105935","fl",29,77884,"white","gray","miscellaneous marshalling-manheim lakeland",6825,6000,"Thu Feb 19 2015 15:00:00 GMT-0800 (PST)",2015-02-19
2006,"Dodge","Ram Pickup 1500","ST","Quad Cab","Automatic","1d7ha18266s658727","mn",29,110203,"blue","gray","santander consumer",7775,7400,"Thu Feb 19 2015 02:45:00 GMT-0800 (PST)",2015-02-19
2006,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18266s658727","mn",28,110206,"blue","black","remarketing by ge/manheim northstar",9825,7200,"Thu Feb 26 2015 02:45:00 GMT-0800 (PST)",2015-02-26
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18278j186420","tx",27,113663,"blue","gray","td auto finance",10900,8000,"Wed Jan 07 2015 10:00:00 GMT-0800 (PST)",2015-01-07
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18278j186420","tx",29,113685,"blue","beige","lawler motor sports inc",10100,10500,"Tue Mar 03 2015 03:00:00 GMT-0800 (PST)",2015-03-03
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18298s511675","ca",2,127791,"black","gray","stg auto group",9825,7000,"Wed Dec 17 2014 12:00:00 GMT-0800 (PST)",2014-12-17
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Other","1d7ha18298s511675","ca",27,127839,"black","gray","guard auto sales",9875,9600,"Wed Jan 07 2015 12:30:00 GMT-0800 (PST)",2015-01-07
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha182x8s615706","il",21,123618,"red","gray","tdaf remarketing",8350,9600,"Tue Feb 03 2015 02:00:00 GMT-0800 (PST)",2015-02-03
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha182x8s615706","il",19,123622,"red","gray","remarketing by ge/manheim arena illinois",8400,9600,"Tue Feb 17 2015 02:00:00 GMT-0800 (PST)",2015-02-17
2003,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18d13j583776","tx",27,97939,"silver","black","d&m leasing",5325,4600,"Wed Dec 31 2014 10:30:00 GMT-0800 (PST)",2014-12-31
2003,"Dodge","Ram Pickup 1500","ST","Quad Cab","Automatic","1d7ha18d13j583776","tx",19,97943,"silver","black","onemain rem/shak's auto sales inc",6375,5700,"Wed Jan 14 2015 00:00:00 GMT-0800 (PST)",2015-01-14
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18d15s203283","in",1,103352,"red","gray","fiserv",8800,6100,"Thu Jan 15 2015 02:00:00 GMT-0800 (PST)",2015-01-15
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18d15s203283","tn",27,103369,"red","gray","sullivan auto group llc",8250,9600,"Wed Feb 04 2015 02:30:00 GMT-0800 (PST)",2015-02-04
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18d35s215564","fl",26,110916,"Unknown","gray","santander consumer",7725,7500,"Thu Jan 22 2015 01:35:00 GMT-0800 (PST)",2015-01-22
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18d35s215564","fl",2,110937,"gold","gray","remarketing by ge/drivetime",9100,5500,"Mon Mar 02 2015 16:00:00 GMT-0800 (PST)",2015-03-02
2004,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18d84s723608","nv",2,112528,"black","Unknown","titlemax of west craig rd. - nv 8",7800,5900,"Thu Feb 12 2015 03:00:00 GMT-0800 (PST)",2015-02-12
2004,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18d84s723608","ca",25,112579,"black","gray","west coast acceptance",7825,7100,"Wed Mar 04 2015 04:30:00 GMT-0800 (PST)",2015-03-04
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18d85s207394","ca",19,195323,"red","black","titlemax/tyler tx1",4350,1400,"Tue Jan 06 2015 12:00:00 GMT-0800 (PST)",2015-01-06
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18d85s207394","ca",19,195337,"burgundy","black","cal west motors",4825,3900,"Tue Feb 10 2015 04:30:00 GMT-0800 (PST)",2015-02-10
2008,"Dodge","Ram Pickup 1500","ST","Quad Cab","Automatic","1d7ha18k38j233958","tx",23,95667,"silver","gray","wells fargo dealer services",7650,6600,"Wed Feb 04 2015 02:00:00 GMT-0800 (PST)",2015-02-04
2008,"Dodge","Ram Pickup 1500","ST","Quad Cab","Automatic","1d7ha18k38j233958","tx",19,95670,"silver","gray","meridian remarketing",7075,5100,"Wed Feb 18 2015 04:30:00 GMT-0800 (PST)",2015-02-18
2008,"Dodge","Ram Pickup 1500","ST","Quad Cab","Automatic","1d7ha18k58j125020","tx",18,1,"silver","purple","santander consumer",8775,6200,"Wed Jun 24 2015 03:00:00 GMT-0700 (PDT)",2015-06-24
2008,"Dodge","Ram Pickup 1500","ST","Quad Cab","Automatic","1d7ha18k58j125020","tx",18,60624,"silver","purple","santander consumer",8575,7000,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)",2015-02-11
2008,"Dodge","Ram Pickup 1500","ST","Quad Cab","Manual","1d7ha18k78j235843","tx",26,65642,"red","gray","remktgedge / cars / carfinance capital llc",9725,7800,"Tue Dec 23 2014 10:10:00 GMT-0800 (PST)",2014-12-23
2008,"Dodge","Ram Pickup 1500","ST","Quad Cab","Manual","1d7ha18k78j235843","tx",28,65699,"red","gray","tdaf remarketing",9525,10100,"Wed Jan 07 2015 10:15:00 GMT-0800 (PST)",2015-01-07
2003,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Other","1d7ha18n13s152972","mo",2,79618,"gold","Unknown","manheim arena illinois",5725,6000,"Tue Dec 30 2014 11:00:00 GMT-0800 (PST)",2014-12-30
2003,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Other","1d7ha18n13s152972","mo",31,79712,"Unknown","black","tdaf remarketing",6025,6300,"Tue Jan 20 2015 02:30:00 GMT-0800 (PST)",2015-01-20
2003,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18n13s152972","mo",25,79826,"Unknown","black","gregg young chevrolet  inc.",5825,7900,"Wed Feb 25 2015 02:30:00 GMT-0800 (PST)",2015-02-25
2004,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18n14s617249","az",23,89864,"red","gray","camelback finance co",6750,7700,"Thu Feb 05 2015 03:00:00 GMT-0800 (PST)",2015-02-05
2004,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18n14s617249","az",35,89878,"red","gray","meridian remarketing",6675,7600,"Thu Feb 26 2015 03:00:00 GMT-0800 (PST)",2015-02-26
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18n18s617757","ga",49,65337,"gray","gray","area 51 truck & auto sales llc",12750,15400,"Tue Feb 17 2015 01:30:00 GMT-0800 (PST)",2015-02-17
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18n18s617757","ga",29,65665,"gray","gray","meridian remarketing",13500,14000,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)",2015-03-03
2003,"Dodge","Ram Pickup 1500","ST","Quad Cab","Automatic","1d7ha18n83s141077","ca",2,94815,"white","black","lincoln financial services",4725,5400,"Wed Jan 14 2015 04:30:00 GMT-0800 (PST)",2015-01-14
2003,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18n83s141077","ca",19,94925,"white","black","m and m enterprises",5975,7000,"Thu Feb 12 2015 04:00:00 GMT-0800 (PST)",2015-02-12
2004,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18n84s724251","ga",27,190560,"red","gray","toyota of greenville",3675,4000,"Tue Jan 13 2015 13:00:00 GMT-0800 (PST)",2015-01-13
2004,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18n84s724251","ga",19,190635,"red","gray","onemain rem/garcia trucks auto sales inc",2875,4200,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18n88j185688","oh",29,72491,"silver","gray","dt inventory",11700,10500,"Thu Jan 22 2015 01:00:00 GMT-0800 (PST)",2015-01-22
2008,"Dodge","Ram Pickup 1500","ST","Quad Cab","Automatic","1d7ha18n88j185688","tn",37,72494,"silver","gray","sullivan auto group llc",11500,12900,"Wed Jan 28 2015 02:30:00 GMT-0800 (PST)",2015-01-28
2004,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18nx4s702915","ca",19,1,"blue","gray","rey/rey auto sales",8650,2600,"Tue Jan 27 2015 04:30:00 GMT-0800 (PST)",2015-01-27
2004,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18nx4s702915","ca",21,131831,"blue","gray","al q used cars llc",5225,3000,"Tue Feb 10 2015 04:30:00 GMT-0800 (PST)",2015-02-10
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18nx5s211312","ga",19,107651,"red","black","cameron motor sports",7325,10700,"Thu Feb 05 2015 02:00:00 GMT-0800 (PST)",2015-02-05
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Other","1d7ha18nx5s211312","ga",19,107759,"red","black","remarketing by ge/nextgear capital",7050,7100,"Tue Jun 16 2015 06:10:00 GMT-0700 (PDT)",2015-06-16
2006,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18nx6s600632","fl",26,81463,"blue","gray","santander consumer",9600,9000,"Wed Jan 28 2015 01:05:00 GMT-0800 (PST)",2015-01-28
2006,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7ha18nx6s600632","fl",24,81704,"blue","gray","sullivan auto group llc",10100,10900,"Thu Feb 26 2015 01:40:00 GMT-0800 (PST)",2015-02-26
2005,"Dodge","Dakota","ST","Club Cab","Automatic","1d7he22k45s157899","nc",31,179987,"white","gray","green cap financial/dba lendmark financial/roano",2625,1200,"Mon Feb 23 2015 01:30:00 GMT-0800 (PST)",2015-02-23
2005,"Dodge","Dakota","ST","Club Cab","Automatic","1d7he22k45s157899","nc",28,180032,"white","gray","national fleet leasing",2200,2600,"Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)",2015-03-09
2007,"Dodge","Dakota","ST","Quad Cab","Automatic","1d7he28kx7s208526","ga",2,93922,"red","gray","united finance co/portland",6575,3600,"Tue Feb 17 2015 01:30:00 GMT-0800 (PST)",2015-02-17
2007,"Dodge","Dakota","ST","Quad Cab","Automatic","1d7he28kx7s208526","ga",31,93925,"red","gray","cameron motor sports",5600,7900,"Thu Feb 26 2015 02:00:00 GMT-0800 (PST)",2015-02-26
2005,"Dodge","Dakota","SLT","Quad Cab","Automatic","1d7he48n75s314077","ga",19,111296,"white","gray","chrysler capital",6300,5400,"Tue Feb 17 2015 01:30:00 GMT-0800 (PST)",2015-02-17
2005,"Dodge","Dakota","SLT","Quad Cab","Automatic","1d7he48n75s314077","ga",19,111300,"white","gray","cameron motor sports",6400,6500,"Thu Mar 05 2015 01:30:00 GMT-0800 (PST)",2015-03-05
2004,"Dodge","Dakota","SLT","Quad Cab","Automatic","1d7hg48n74s735418","nc",29,121475,"blue","gray","commonwealth credit union",5450,3700,"Mon Feb 02 2015 01:30:00 GMT-0800 (PST)",2015-02-02
2004,"Dodge","Dakota","SLT","Quad Cab","Automatic","1d7hg48n74s735418","nc",2,121478,"blue","gray","commonwealth credit union",5225,2900,"Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)",2015-03-09
2003,"Dodge","Dakota","SLT","Quad Cab","Automatic","1d7hl48x63s382648","il",19,1,"gray","gray","mike carlson motor company",6150,225,"Tue Jan 20 2015 02:00:00 GMT-0800 (PST)",2015-01-20
2003,"Dodge","Dakota","SLT","Quad Cab","Automatic","1d7hl48x63s382648","il",2,101708,"gray","gray","mike carlson motor company",5125,2650,"Tue Jan 27 2015 02:00:00 GMT-0800 (PST)",2015-01-27
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18228j199356","mi",23,85529,"blue","tan","automobiles paille inc",12900,13400,"Thu Jan 22 2015 01:30:00 GMT-0800 (PST)",2015-01-22
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18228j199356","oh",41,85766,"blue","gray","exceptional motorcar llc",13850,15500,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2008,"Dodge","Ram Pickup 1500","Laramie","Quad Cab","Automatic","1d7hu18238j221445","mi",31,49607,"black","gray","automobiles paille inc",17450,14400,"Thu Jan 22 2015 01:30:00 GMT-0800 (PST)",2015-01-22
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18238j221445","oh",4,49794,"black","gray","exceptional motorcar llc",16550,16900,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Other","1d7hu18238j232980","mi",43,67347,"red","gray","larry hudson chevrolet buick gmc inc",14000,16100,"Thu Jan 15 2015 01:30:00 GMT-0800 (PST)",2015-01-15
2008,"Dodge","Ram Pickup 1500","Laramie","Quad Cab","Automatic","1d7hu18238j232980","mo",33,67486,"red","gray","ford-lincoln dealer program",16850,16000,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)",2015-02-11
2008,"Dodge","Ram Pickup 1500","Laramie","Quad Cab","Automatic","1d7hu18258j107009","pa",43,47356,"gold","beige","mike watchers used cars",17950,16500,"Fri Feb 06 2015 01:30:00 GMT-0800 (PST)",2015-02-06
2008,"Dodge","Ram Pickup 1500","Laramie","Quad Cab","Automatic","1d7hu18258j107009","va",42,47457,"gold","beige","ourismans rockmont chevrolet",18450,17500,"Thu Feb 19 2015 01:35:00 GMT-0800 (PST)",2015-02-19
2008,"Dodge","Ram Pickup 1500","Laramie","Quad Cab","Other","1d7hu18278j192449","ab",44,92468,"black","gray","go auto outlet west",10800,16000,"Thu Feb 26 2015 03:30:00 GMT-0800 (PST)",2015-02-26
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18278j192449","nv",4,58062,"Unknown","black","wholesale remarketing inc",16550,16500,"Fri May 22 2015 05:00:00 GMT-0700 (PDT)",2015-05-22
2006,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18286j208347","oh",28,105836,"black","gray","sullivan auto group llc",11350,13500,"Thu Feb 05 2015 02:30:00 GMT-0800 (PST)",2015-02-05
2006,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18286j208347","oh",37,105947,"black","gray","sullivan auto group llc",11350,13500,"Thu Mar 05 2015 02:30:00 GMT-0800 (PST)",2015-03-05
2006,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu182x6s520521","nj",34,99200,"gray","gray","jpmorgan chase bank n.a.",11750,10700,"Wed Feb 11 2015 01:30:00 GMT-0800 (PST)",2015-02-11
2006,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu182x6s520521","va",36,99218,"gray","gray","car web",11800,12800,"Thu Mar 05 2015 01:35:00 GMT-0800 (PST)",2015-03-05
2004,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18d74j178630","mi",37,80296,"black","gray","tdaf remarketing",9500,10300,"Thu Jan 08 2015 09:30:00 GMT-0800 (PST)",2015-01-08
2004,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18d74j178630","oh",44,80898,"black","gray","exceptional motorcar llc",11100,11700,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18d95s349339","nv",2,86309,"silver","black","gateway one lending & finance",12300,9200,"Wed Dec 31 2014 12:15:00 GMT-0800 (PST)",2014-12-31
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18d95s349339","nv",19,86323,"silver","black","unique autos",11800,11900,"Fri Jan 16 2015 04:00:00 GMT-0800 (PST)",2015-01-16
2008,"Dodge","Ram Pickup 1500","ST","Quad Cab","Automatic","1d7hu18n48s535612","ca",2,124090,"red","gray","tdaf remarketing",11700,7600,"Tue Feb 24 2015 04:30:00 GMT-0800 (PST)",2015-02-24
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18n48s535612","ca",19,124101,"red","gray","800cash247",9700,7350,"Thu Mar 05 2015 04:00:00 GMT-0800 (PST)",2015-03-05
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18n65j577457","tn",19,159654,"gray","black","wholesale inc # 2",6000,4400,"Wed Feb 11 2015 02:30:00 GMT-0800 (PST)",2015-02-11
2005,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18n65j577457","tn",1,159673,"gray","black","southern auto exchange",3650,3050,"Tue Mar 03 2015 02:00:00 GMT-0800 (PST)",2015-03-03
2005,"Dodge","Ram Pickup 1500","ST","Quad Cab","Other","1d7hu18n75s122126","ga",19,102086,"black","black","cameron motor sports",7775,7500,"Thu Jan 15 2015 02:00:00 GMT-0800 (PST)",2015-01-15
2005,"Dodge","Ram Pickup 1500","ST","Quad Cab","Other","1d7hu18n75s122126","ga",19,102092,"black","black","tdaf remarketing",6000,5500,"Tue Feb 10 2015 05:00:00 GMT-0800 (PST)",2015-02-10
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18nx8j157575","hi",28,48473,"red","gray","gm financial",17550,14250,"Wed Jan 07 2015 14:35:00 GMT-0800 (PST)",2015-01-07
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18nx8j157575","ca",41,48492,"red","gray","walters auto sales/service inc",16450,21750,"Tue Feb 17 2015 04:30:00 GMT-0800 (PST)",2015-02-17
2008,"Dodge","Ram Pickup 1500","ST","Quad Cab","Automatic","1d7hu18nx8s583499","nv",35,95224,"white","Unknown","chapmans las vegas dodge",11850,12200,"Thu Dec 18 2014 11:45:00 GMT-0800 (PST)",2014-12-18
2008,"Dodge","Ram Pickup 1500","SLT","Quad Cab","Automatic","1d7hu18nx8s583499","nv",34,95231,"white","gray","unique autos",13400,13500,"Thu Jan 15 2015 04:00:00 GMT-0800 (PST)",2015-01-15
2007,"Dodge","Dakota","SLT","Quad Cab","Automatic","1d7hw48nx7s122748","mi",31,67057,"blue","gray","automobiles paille inc",10650,12800,"Thu Jan 08 2015 09:30:00 GMT-0800 (PST)",2015-01-08
2007,"Dodge","Dakota","SLT","Quad Cab","Automatic","1d7hw48nx7s122748","mi",43,67228,"blue","gray","automobiles paille inc",10150,11400,"Thu Jan 29 2015 01:30:00 GMT-0800 (PST)",2015-01-29
2008,"Dodge","Dakota","Laramie","Crew Cab","Automatic","1d7hw58n68s633266","md",39,44719,"black","gray","ourisman of clarksville inc",18050,17400,"Tue Jan 13 2015 09:30:00 GMT-0800 (PST)",2015-01-13
2008,"Dodge","Dakota","Laramie","Crew Cab","Automatic","1d7hw58n68s633266","pa",42,44879,"black","black","meridian remarketing",17900,18000,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2006,"Dodge","Ram Pickup 2500","SLT","Quad Cab","Automatic","1d7ks28c86j138195","fl",24,154231,"red","gray","arcadia chevrolet buick inc.",18050,12700,"Tue Jan 20 2015 01:30:00 GMT-0800 (PST)",2015-01-20
2006,"Dodge","Ram Pickup 2500","SLT","Quad Cab","Automatic","1d7ks28c86j138195","fl",19,154237,"red","gray","arcadia chevrolet buick inc.",16650,11000,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2006,"Dodge","Ram Pickup 2500","SLT","Quad Cab","Automatic","1d7ks28c86j163694","ga",24,281901,"red","gray","five star chevrolet cadillac",6025,7100,"Fri Jan 30 2015 03:00:00 GMT-0800 (PST)",2015-01-30
2006,"Dodge","Ram Pickup 2500","SLT","Quad Cab","Automatic","1d7ks28c86j163694","ga",21,281901,"red","gray","tdaf remarketing",4650,8400,"Tue Feb 10 2015 05:00:00 GMT-0800 (PST)",2015-02-10
2011,"Ram","1500","Sport","Crew Cab","Other","1d7rb1ct3bs523846","pa",35,35110,"white","gray","r hollenshead auto sales inc",21300,15700,"Fri Jan 30 2015 01:00:00 GMT-0800 (PST)",2015-01-30
2011,"Ram","1500","Sport","Crew Cab","Other","1d7rb1ct3bs523846","pa",34,35123,"white","gray","r hollenshead auto sales inc",20400,15600,"Fri Feb 06 2015 01:00:00 GMT-0800 (PST)",2015-02-06
2011,"Ram","1500","ST","Quad Cab","Automatic","1d7rb1gp4bs543925","il",22,23193,"white","black","fleet lease disposal",16800,12400,"Tue Dec 23 2014 10:00:00 GMT-0800 (PST)",2014-12-23
2011,"Ram","1500","ST","Quad Cab","Automatic","1d7rb1gp4bs543925","il",19,123196,"white","black","remarketing by ge/manheim arena illinois",9650,8000,"Tue Feb 03 2015 02:00:00 GMT-0800 (PST)",2015-02-03
2011,"Ram","1500","SLT","Quad Cab","Automatic","1d7rb1gp4bs624228","ca",32,22192,"red","gray","the car exchange",16300,17300,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)",2015-02-11
2011,"Ram","1500","SLT","Quad Cab","Automatic","1d7rb1gp4bs624228","ca",27,22266,"red","black","aaero sweet company",17500,17100,"Thu Feb 19 2015 03:30:00 GMT-0800 (PST)",2015-02-19
2011,"Ram","1500","ST","Quad Cab","Automatic","1d7rb1gp6bs543926","il",25,3613,"white","black","fleet lease disposal",19400,15600,"Tue Dec 23 2014 10:00:00 GMT-0800 (PST)",2014-12-23
2011,"Ram","1500","ST","Quad Cab","Automatic","1d7rb1gp6bs543926","il",35,3618,"white","gray","tdaf remarketing",16250,16200,"Tue Jan 20 2015 02:00:00 GMT-0800 (PST)",2015-01-20
2011,"Ram","1500","ST","Quad Cab","Automatic","1d7rb1gp6bs543926","tx",26,3621,"white","gray","music city autoplex llc",16750,19750,"Wed Feb 04 2015 02:20:00 GMT-0800 (PST)",2015-02-04
