"year","make","model","trim","body","transmission","vin","state","condition","odometer","color","interior","seller","mmr","sellingprice","saledate","saledate_clean"
2012,"Ford","Fiesta","SE","Hatchback","Automatic","3fadp4ejxcm221490","in",42,57219,"silver","black","the hertz corporation",7950,7700,"Wed Feb 04 2015 16:00:00 GMT-0800 (PST)",2015-02-04
2012,"Ford","Fiesta","SE","Hatchback","Automatic","3fadp4ejxcm221490","tn",31,57229,"silver","black","sullivan auto group llc",8075,8900,"Wed Feb 25 2015 02:30:00 GMT-0800 (PST)",2015-02-25
2011,"Ford","Fiesta","SES","Hatchback","Automatic","3fadp4fj1bm128905","ga",24,80187,"black","black","ford motor credit company llc",7050,6800,"Tue Jan 06 2015 01:30:00 GMT-0800 (PST)",2015-01-06
2011,"Ford","Fiesta","SES","Hatchback","Automatic","3fadp4fj1bm128905","ga",31,80196,"black","black","tdaf remarketing",7375,7000,"Thu Feb 05 2015 02:00:00 GMT-0800 (PST)",2015-02-05
2012,"Ford","Fiesta","SES","Hatchback","Automatic","3fadp4fj1cm110471","pa",41,38984,"gray","black","ford motor credit company llc",8800,8900,"Tue Jul 07 2015 08:00:00 GMT-0700 (PDT)",2015-07-07
2012,"Ford","Fiesta","SES","Hatchback","Automatic","3fadp4fj1cm110471","tn",41,38984,"purple","black","wholesale inc # 2",8800,10500,"Tue Jul 07 2015 08:00:00 GMT-0700 (PDT)",2015-07-07
2014,"Ford","Fiesta","Titanium","Hatchback","Other","3fadp4fj8em218234","qc",5,23764,"black","black","ford motor company of canada",13250,13000,"Tue Jan 20 2015 02:00:00 GMT-0800 (PST)",2015-01-20
2014,"Ford","Fiesta","Titanium","Hatchback","Other","3fadp4fj8em218234","qc",5,26099,"black","black","ars/erac canada limited",14400,13800,"Tue Jun 16 2015 03:00:00 GMT-0700 (PDT)",2015-06-16
2013,"Ford","Fiesta","S","Hatchback","Automatic","3fadp4tj4dm159315","nv",35,17474,"white","gray","ford motor credit company llc",10150,10300,"Fri Feb 13 2015 04:00:00 GMT-0800 (PST)",2015-02-13
2013,"Ford","Fiesta","S","Hatchback","Automatic","3fadp4tj4dm159315","nv",34,17475,"white","gray","ford motor credit company llc",9625,10700,"Fri Feb 27 2015 04:00:00 GMT-0800 (PST)",2015-02-27
2006,"Ford","Fusion","S","Sedan","Manual","3fafp06z56r250523","ca",28,114028,"red","beige","xst motorsports inc",3400,2200,"Thu Jan 15 2015 04:00:00 GMT-0800 (PST)",2015-01-15
2006,"Ford","Fusion","S","Sedan","Manual","3fafp06z56r250523","ca",29,114032,"red","gray","meridian remarketing",2900,2200,"Thu Feb 12 2015 04:00:00 GMT-0800 (PST)",2015-02-12
2006,"Ford","Fusion","SE","Sedan","Automatic","3fafp07186r113441","ca",27,148933,"red","black","billion dodge chrysler jeep",2925,3000,"Wed Feb 04 2015 04:30:00 GMT-0800 (PST)",2015-02-04
2006,"Ford","Fusion","SE","Sedan","Automatic","3fafp07186r113441","ca",32,148936,"red","black","billion dodge chrysler jeep",2825,2400,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)",2015-02-11
2000,"Ford","Focus","ZX3","Hatchback","Other","3fafp3133yr256554","ca",24,171539,"white","gray","the car firm llc",1025,800,"Fri Feb 13 2015 07:00:00 GMT-0800 (PST)",2015-02-13
2000,"Ford","Focus","ZX3","Hatchback","Automatic","3fafp3133yr256554","ca",21,171549,"white","gray","league motor sports llc",1050,850,"Wed Feb 25 2015 03:30:00 GMT-0800 (PST)",2015-02-25
2000,"Ford","Focus","ZX3","Hatchback","Automatic","3fafp3134yr247281","ga",2,145599,"brown","gray","ari",1000,2000,"Tue Feb 10 2015 05:00:00 GMT-0800 (PST)",2015-02-10
2000,"Ford","Focus","ZX3","Hatchback","Automatic","3fafp3134yr247281","ga",19,145653,"gray","gray","dealer guy auto sales",925,1100,"Tue Jun 02 2015 06:00:00 GMT-0700 (PDT)",2015-06-02
2005,"Ford","Focus","ZX5 SE","Hatchback","Automatic","3fafp37n25r103782","mo",29,155026,"silver","gray","plaza motor company",2000,2100,"Tue Dec 23 2014 11:00:00 GMT-0800 (PST)",2014-12-23
2005,"Ford","Focus","ZX5 SE","Hatchback","Automatic","3fafp37n25r103782","mo",24,155051,"silver","gray","nextgear capital",1550,1450,"Tue Jan 20 2015 02:30:00 GMT-0800 (PST)",2015-01-20
2005,"Ford","Focus","ZX5 SE","Hatchback","Automatic","3fafp37n85r138875","ga",24,117174,"green","gray","sst financial",2750,1900,"Tue Jan 13 2015 09:30:00 GMT-0800 (PST)",2015-01-13
2005,"Ford","Focus","ZX5 SE","Hatchback","Automatic","3fafp37n85r138875","ga",27,117177,"green","gray","ari",2425,3200,"Tue Feb 17 2015 05:00:00 GMT-0800 (PST)",2015-02-17
2007,"Ford","Fusion","SEL","Sedan","Automatic","3fahp02157r213479","va",19,80101,"black","black","consumer portfolio services",5725,5600,"Wed Feb 11 2015 01:30:00 GMT-0800 (PST)",2015-02-11
2007,"Ford","Fusion","SEL","Sedan","Automatic","3fahp02157r213479","va",21,80105,"black","black","manheim harrisonburg",5875,4800,"Wed Feb 18 2015 01:30:00 GMT-0800 (PST)",2015-02-18
2008,"Ford","Fusion","S","Sedan","Automatic","3fahp06z98r125584","va",2,118598,"white","tan","shirlie slack mitsubishi",3950,5000,"Thu Jan 15 2015 01:35:00 GMT-0800 (PST)",2015-01-15
2008,"Ford","Fusion","S","Sedan","Automatic","3fahp06z98r125584","va",21,118621,"white","tan","shirlie slack mitsubishi",3775,4700,"Thu Feb 05 2015 01:35:00 GMT-0800 (PST)",2015-02-05
2007,"Ford","Fusion","SE","Sedan","Automatic","3fahp07127r241622","nv",35,79595,"silver","Unknown","autofinders inc",5525,6900,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)",2014-12-18
2007,"Ford","Fusion","SE","Sedan","Automatic","3fahp07127r241622","nv",33,79651,"gray","gray","autofinders inc",5525,5800,"Fri Jan 16 2015 04:00:00 GMT-0800 (PST)",2015-01-16
2008,"Ford","Fusion","SE","Sedan","Automatic","3fahp07178r130582","mi",45,92621,"blue","beige","jepson car co llc",4975,5600,"Thu Jan 08 2015 01:30:00 GMT-0800 (PST)",2015-01-08
2008,"Ford","Fusion","SE","Sedan","Automatic","3fahp07178r130582","mo",33,92665,"blue","beige","meridian remarketing",4825,5800,"Tue Feb 10 2015 03:00:00 GMT-0800 (PST)",2015-02-10
2007,"Ford","Fusion","SE","Sedan","Automatic","3fahp07z07r203182","tx",19,68079,"Unknown","gray","ford motor credit company llc",5125,3200,"Thu Dec 18 2014 10:30:00 GMT-0800 (PST)",2014-12-18
2007,"Ford","Fusion","SE","Sedan","Automatic","3fahp07z07r203182","tx",19,68141,"black","black","all american autohaus inc.",5375,4300,"Fri Feb 13 2015 03:00:00 GMT-0800 (PST)",2015-02-13
2007,"Ford","Fusion","SE","Sedan","Automatic","3fahp07z07r203182","tx",26,68202,"black","black","ar auto sales",5325,4500,"Fri Feb 27 2015 03:00:00 GMT-0800 (PST)",2015-02-27
2007,"Ford","Fusion","SE","Sedan","Automatic","3fahp07z17r199398","pa",19,108366,"red","beige","ford motor credit company llc",4525,3400,"Wed Jan 21 2015 01:00:00 GMT-0800 (PST)",2015-01-21
2007,"Ford","Fusion","SE","Sedan","Automatic","3fahp07z17r199398","oh",44,108436,"red","tan","colonial auto sales",4075,5000,"Tue Feb 03 2015 01:30:00 GMT-0800 (PST)",2015-02-03
2007,"Ford","Fusion","SE","Sedan","Automatic","3fahp07z37r211244","ca",34,96706,"gray","black","tuttle clicks tustin chrysler jeep dodge",4425,4200,"Wed Jan 28 2015 04:15:00 GMT-0800 (PST)",2015-01-28
2007,"Ford","Fusion","SE","Sedan","Automatic","3fahp07z37r211244","ca",31,96745,"gray","black","nvp remarketing",4425,6800,"Tue Feb 10 2015 04:00:00 GMT-0800 (PST)",2015-02-10
2007,"Ford","Fusion","SE","Sedan","Automatic","3fahp07z87r131308","ca",35,60745,"black","Unknown","palm springs ford-lincoln-mercury",5350,5400,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)",2014-12-18
2007,"Ford","Fusion","SE","Sedan","Automatic","3fahp07z87r131308","ca",34,60748,"black","black","palm springs ford-lincoln-mercury",6025,5900,"Thu Jan 15 2015 04:00:00 GMT-0800 (PST)",2015-01-15
2006,"Ford","Fusion","SEL","Sedan","Automatic","3fahp08156r109998","co",35,110381,"burgundy","tan","brandon financial inc",4350,5200,"Wed Dec 17 2014 11:45:00 GMT-0800 (PST)",2014-12-17
2006,"Ford","Fusion","SEL","Sedan","Automatic","3fahp08156r109998","co",32,110462,"burgundy","tan","dt inventory",3900,4200,"Wed Feb 11 2015 03:30:00 GMT-0800 (PST)",2015-02-11
2009,"Ford","Fusion","SEL","Sedan","Automatic","3fahp08159r196354","fl",26,84172,"green","beige","capital one auto finance",7400,7100,"Wed Jan 21 2015 01:10:00 GMT-0800 (PST)",2015-01-21
2009,"Ford","Fusion","SEL","Sedan","Automatic","3fahp08159r196354","tn",27,84282,"Unknown","tan","sullivan auto group llc",7350,8000,"Wed Mar 04 2015 02:30:00 GMT-0800 (PST)",2015-03-04
2009,"Ford","Fusion","SEL","Sedan","Automatic","3fahp08169r169602","ga",27,72866,"black","beige","wells fargo dealer services",8050,6200,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)",2015-02-12
2009,"Ford","Fusion","SEL","Sedan","Automatic","3fahp08169r169602","ga",26,72992,"black","beige","innovative auto llc",7850,7500,"Thu Feb 19 2015 10:00:00 GMT-0800 (PST)",2015-02-19
2009,"Ford","Fusion","SEL","Sedan","Automatic","3fahp08189r122765","ca",27,70740,"gray","beige","ford motor credit company llc",7975,7300,"Thu Jan 08 2015 12:00:00 GMT-0800 (PST)",2015-01-08
2009,"Ford","Fusion","SEL","Sedan","Automatic","3fahp08189r122765","ca",38,71182,"gray","tan","skyhigh remarketing inc",7925,9300,"Thu Jan 22 2015 04:00:00 GMT-0800 (PST)",2015-01-22
2009,"Ford","Fusion","SEL","Sedan","Automatic","3fahp08199r209249","va",25,86403,"silver","black","gm financial",7550,7400,"Wed Jan 21 2015 01:30:00 GMT-0800 (PST)",2015-01-21
2009,"Ford","Fusion","SEL","Sedan","Other","3fahp08199r209249","nc",41,86411,"gray","black","medlin buick gmc mazda",7550,8200,"Tue Feb 10 2015 01:15:00 GMT-0800 (PST)",2015-02-10
2009,"Ford","Fusion","SEL","Sedan","Automatic","3fahp08z09r134348","ca",19,1,"black","black","ford motor credit company llc",9850,16000,"Wed Jan 08 2014 12:00:00 GMT-0800 (PST)",2014-01-08
2009,"Ford","Fusion","SEL","Sedan","Automatic","3fahp08z09r134348","ca",19,99098,"black","black","ford motor credit company llc",5225,3300,"Tue Jan 13 2015 13:00:00 GMT-0800 (PST)",2015-01-13
2010,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0cg0ar217255","co",35,89741,"black","black","s & p auto leasing",6975,9200,"Wed Dec 17 2014 11:45:00 GMT-0800 (PST)",2014-12-17
2010,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0cg0ar217255","co",3,90290,"black","black","remarketing by ge/manheim denver",7425,7900,"Wed Feb 11 2015 03:30:00 GMT-0800 (PST)",2015-02-11
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0cg7cr260493","ma",34,88744,"red","tan","lease plan usa",9225,8600,"Tue Feb 03 2015 01:30:00 GMT-0800 (PST)",2015-02-03
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0cg7cr260493","ma",29,88748,"red","tan","lease plan usa",9275,8000,"Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)",2015-03-10
2010,"Ford","Fusion","SPORT","Sedan","Automatic","3fahp0dc5ar182840","ca",41,85715,"black","black","exeter finance corp",10050,10000,"Thu Feb 12 2015 04:00:00 GMT-0800 (PST)",2015-02-12
2010,"Ford","Fusion","SPORT","Sedan","Automatic","3fahp0dc5ar182840","ca",42,85728,"black","black","autonet trading",10100,11800,"Wed Mar 04 2015 04:00:00 GMT-0800 (PST)",2015-03-04
2012,"Ford","Fusion","S","Sedan","Automatic","3fahp0ga1cr270975","il",45,43283,"Unknown","tan","lease plan usa",9850,10000,"Tue Jan 13 2015 10:00:00 GMT-0800 (PST)",2015-01-13
2012,"Ford","Fusion","S","Sedan","Automatic","3fahp0ga1cr270975","il",42,43480,"white","gray","great lakes autosports llc",10250,10300,"Thu Feb 12 2015 02:00:00 GMT-0800 (PST)",2015-02-12
2010,"Ford","Fusion","S","Sedan","Automatic","3fahp0ga3ar271834","tx",28,132864,"Unknown","gray","lease plan usa",4950,5000,"Tue Jan 27 2015 02:30:00 GMT-0800 (PST)",2015-01-27
2010,"Ford","Fusion","S","Sedan","Automatic","3fahp0ga3ar271834","tx",27,132915,"beige","gray","remarketing by ge/five star autoplex",5200,6800,"Thu Feb 19 2015 03:00:00 GMT-0800 (PST)",2015-02-19
2012,"Ford","Fusion","S","Sedan","Automatic","3fahp0ga5cr270512","ca",4,101338,"red","gray","lease plan usa",7150,6500,"Tue Jan 20 2015 04:00:00 GMT-0800 (PST)",2015-01-20
2012,"Ford","Fusion","S","Sedan","Automatic","3fahp0ga5cr270512","ca",4,101384,"purple","gray","tdaf remarketing",6575,7300,"Tue Feb 17 2015 04:30:00 GMT-0800 (PST)",2015-02-17
2012,"Ford","Fusion","S","Sedan","Automatic","3fahp0ga5cr321779","mo",19,88713,"black","gray","lease plan usa",7500,8000,"Wed Feb 04 2015 02:30:00 GMT-0800 (PST)",2015-02-04
2012,"Ford","Fusion","S","Sedan","Automatic","3fahp0ga5cr321779","mo",19,89206,"black","gray","meridian remarketing",7550,7000,"Wed Feb 25 2015 02:30:00 GMT-0800 (PST)",2015-02-25
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha0cr239487","wi",34,73833,"Unknown","black","wheels exchange llc",8850,9300,"Wed Jan 14 2015 02:00:00 GMT-0800 (PST)",2015-01-14
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha0cr239487","wi",26,73836,"black","gray","manheim milwaukee",8900,8700,"Wed Jan 21 2015 02:00:00 GMT-0800 (PST)",2015-01-21
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha0cr284011","ca",28,28292,"white","beige","ford motor credit company llc pd",11950,11000,"Thu Feb 05 2015 04:00:00 GMT-0800 (PST)",2015-02-05
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha0cr284011","ca",19,28326,"white","gray","remarketing by ge/manheim southern california",12200,9600,"Thu Feb 26 2015 04:00:00 GMT-0800 (PST)",2015-02-26
2011,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha1br181081","pa",37,106192,"silver","gray","lease plan usa",6875,6700,"Wed Jan 07 2015 09:30:00 GMT-0800 (PST)",2015-01-07
2011,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha1br181081","tx",43,106194,"silver","gray","westfall auto sales",7250,7600,"Wed Mar 04 2015 02:00:00 GMT-0800 (PST)",2015-03-04
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha1cr400199","nv",21,58656,"white","beige","dtg operations inc",9950,9600,"Fri Jan 23 2015 04:00:00 GMT-0800 (PST)",2015-01-23
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha1cr400199","nv",21,58666,"white","beige","dtg operations inc",9975,9900,"Fri Feb 06 2015 04:00:00 GMT-0800 (PST)",2015-02-06
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha2cr298394","ny",29,27449,"silver","black","ford motor credit company llc",12100,10100,"Wed Feb 04 2015 01:20:00 GMT-0800 (PST)",2015-02-04
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha2cr298394","pa",45,27465,"silver","black","scerbo auto leasing inc",12250,12900,"Fri Feb 20 2015 09:15:00 GMT-0800 (PST)",2015-02-20
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha3cr222439","fl",28,87816,"blue","Unknown","regional acceptance corporation / greenville",8000,7100,"Tue Dec 23 2014 14:00:00 GMT-0800 (PST)",2014-12-23
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha3cr222439","fl",23,87825,"blue","black","remarketing by ge/west financial acceptance",8050,7700,"Wed Feb 04 2015 01:00:00 GMT-0800 (PST)",2015-02-04
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha3cr345335","pa",33,63548,"white","gray","dtg operations inc",9675,8800,"Fri Jan 30 2015 01:00:00 GMT-0800 (PST)",2015-01-30
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha3cr345335","tx",37,63553,"white","gray","music city autoplex llc",9675,10500,"Wed Feb 04 2015 02:20:00 GMT-0800 (PST)",2015-02-04
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha5cr421542","pa",33,68414,"burgundy","black","the hertz corporation",9175,8000,"Fri Dec 19 2014 09:00:00 GMT-0800 (PST)",2014-12-19
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha5cr421542","mo",32,68423,"burgundy","black","meridian remarketing",9350,8800,"Tue Jan 27 2015 03:00:00 GMT-0800 (PST)",2015-01-27
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha5cr449440","nv",41,38876,"blue","tan","unique autos",11150,11400,"Fri Jan 16 2015 04:00:00 GMT-0800 (PST)",2015-01-16
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha5cr449440","ca",4,38990,"blue","gray","meridian remarketing",11350,10900,"Thu Feb 12 2015 04:30:00 GMT-0800 (PST)",2015-02-12
2011,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha6br237385","co",27,73096,"black","black","dt credit corporation",8600,8900,"Wed Feb 25 2015 03:45:00 GMT-0800 (PST)",2015-02-25
2011,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha6br237385","co",37,73187,"black","black","automotive avenues  inc",8300,8100,"Wed May 27 2015 04:45:00 GMT-0700 (PDT)",2015-05-27
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha6cr300230","oh",47,21558,"blue","black","ford motor credit company llc",12450,12900,"Tue Feb 10 2015 01:00:00 GMT-0800 (PST)",2015-02-10
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha6cr300230","oh",31,21561,"blue","black","remarketing by ge/manheim ohio",12600,12100,"Tue Feb 17 2015 01:30:00 GMT-0800 (PST)",2015-02-17
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha8cr155076","il",23,36037,"gray","Unknown","ford motor credit company llc",11500,9600,"Thu Jan 22 2015 06:00:00 GMT-0800 (PST)",2015-01-22
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha8cr155076","il",35,36112,"gray","gray","tdaf remarketing",11450,11600,"Tue Jan 27 2015 02:00:00 GMT-0800 (PST)",2015-01-27
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha8cr199904","ca",28,97652,"gray","black","donlen corporation",7425,7700,"Thu Jan 22 2015 04:00:00 GMT-0800 (PST)",2015-01-22
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha8cr199904","ca",29,97809,"gray","black","guard auto sales",7375,9400,"Wed Feb 04 2015 04:30:00 GMT-0800 (PST)",2015-02-04
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha8cr441199","nj",19,46009,"silver","black","emkay inc",10750,7200,"Wed Jan 21 2015 01:30:00 GMT-0800 (PST)",2015-01-21
2012,"Ford","Fusion","SE","Sedan","Other","3fahp0ha8cr441199","nc",22,46019,"silver","gray","fleet lease remarketing",11100,7800,"Mon Feb 23 2015 01:30:00 GMT-0800 (PST)",2015-02-23
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha8cr441199","nc",21,47270,"silver","black","cella ford inc",10600,9800,"Mon Jun 01 2015 02:30:00 GMT-0700 (PDT)",2015-06-01
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha9cr194971","va",19,72061,"white","gray","ari",9025,8900,"Wed Jan 21 2015 01:30:00 GMT-0800 (PST)",2015-01-21
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha9cr194971","va",37,72064,"white","gray","va cars inc",9325,9900,"Thu Feb 26 2015 01:35:00 GMT-0800 (PST)",2015-02-26
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha9cr232876","nj",26,90343,"silver","gray","wheels exchange llc",7825,7700,"Wed Jan 07 2015 09:30:00 GMT-0800 (PST)",2015-01-07
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha9cr232876","nc",36,90353,"gray","gray","fleet lease remarketing",8250,8900,"Mon Mar 02 2015 01:30:00 GMT-0800 (PST)",2015-03-02
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha9cr250083","nc",21,71654,"black","black","ge fleet services for itself/servicer",9075,6000,"Tue Jan 06 2015 01:15:00 GMT-0800 (PST)",2015-01-06
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0ha9cr250083","nc",19,71661,"black","black","fleet lease remarketing",9150,7000,"Mon Feb 02 2015 01:30:00 GMT-0800 (PST)",2015-02-02
2011,"Ford","Fusion","SE","Sedan","Automatic","3fahp0haxbr141095","nc",31,36702,"black","black","fleet lease remarketing",9975,9800,"Mon Jan 05 2015 01:30:00 GMT-0800 (PST)",2015-01-05
2011,"Ford","Fusion","SE","Sedan","Automatic","3fahp0haxbr141095","va",23,37101,"black","gray","atlantic coast remarketing inc/das",10300,9200,"Thu Mar 05 2015 00:50:00 GMT-0800 (PST)",2015-03-05
2011,"Ford","Fusion","SE","Sedan","Automatic","3fahp0haxbr270101","md",42,85910,"gray","gray","ge fleet services for itself/servicer",7675,7600,"Tue Feb 03 2015 01:30:00 GMT-0800 (PST)",2015-02-03
2011,"Ford","Fusion","SE","Sedan","Automatic","3fahp0haxbr270101","va",38,85928,"gray","gray","drivetime",8150,6600,"Thu Mar 05 2015 00:50:00 GMT-0800 (PST)",2015-03-05
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0hg0cr296289","nv",43,65428,"gray","black","dtg operations inc",9125,9900,"Wed Dec 31 2014 12:15:00 GMT-0800 (PST)",2014-12-31
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0hg0cr296289","nv",35,65476,"gray","black","friendly ford",9525,8100,"Fri Jan 16 2015 03:45:00 GMT-0800 (PST)",2015-01-16
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0hg4cr224544","fl",34,71822,"gray","black","auto financial group",8925,8400,"Tue Dec 30 2014 12:00:00 GMT-0800 (PST)",2014-12-30
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0hg4cr224544","fl",28,71831,"blue","black","remarketing by ge/west financial acceptance",9375,8500,"Wed Feb 11 2015 01:00:00 GMT-0800 (PST)",2015-02-11
2011,"Ford","Fusion","SE","Sedan","Automatic","3fahp0hg7br264003","ny",37,71954,"gray","black","ge fleet services for itself/servicer",8600,7500,"Thu Jan 15 2015 01:15:00 GMT-0800 (PST)",2015-01-15
2011,"Ford","Fusion","SE","Sedan","Automatic","3fahp0hg7br264003","fl",41,71958,"gray","black","westfall auto sales",9375,9500,"Wed Feb 18 2015 01:30:00 GMT-0800 (PST)",2015-02-18
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0hg7cr187974","az",28,74269,"gray","black","onesource/southwest remarketing",8775,8700,"Tue Dec 30 2014 11:00:00 GMT-0800 (PST)",2014-12-30
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0hg7cr187974","az",24,74273,"gray","black","onesource/southwest remarketing",8575,7600,"Thu Jan 15 2015 03:00:00 GMT-0800 (PST)",2015-01-15
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0hg9cr265039","ca",34,71059,"black","black","dtg operations inc",9425,9300,"Tue Feb 10 2015 04:30:00 GMT-0800 (PST)",2015-02-10
2012,"Ford","Fusion","SE","Sedan","Automatic","3fahp0hg9cr265039","ca",24,71262,"black","black","remarketing by ge/chandler auto sales",9625,10250,"Tue Mar 03 2015 04:00:00 GMT-0800 (PST)",2015-03-03
2011,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja0br145215","tn",25,98676,"Unknown","gray","wells fargo dealer services",7125,6800,"Wed May 27 2015 03:30:00 GMT-0700 (PDT)",2015-05-27
2011,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja0br145215","tn",28,98692,"Unknown","gray","essen motor company inc",7175,7800,"Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)",2015-06-03
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja0cr219248","ga",31,72901,"red","black","ford-lincoln dealer program",9725,9600,"Tue Feb 03 2015 01:30:00 GMT-0800 (PST)",2015-02-03
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja0cr219248","ga",4,73229,"brown","gray","david ragan ford",9650,10700,"Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)",2015-06-16
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja1cr142700","pa",29,91986,"red","tan","ford motor credit company llc",8300,7500,"Wed Jan 07 2015 09:00:00 GMT-0800 (PST)",2015-01-07
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja1cr142700","fl",35,91991,"burgundy","gray","westfall auto sales",8350,9500,"Wed Feb 18 2015 01:30:00 GMT-0800 (PST)",2015-02-18
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja1cr268233","pa",29,73490,"gray","gray","ford motor credit company llc",9700,8900,"Wed Jan 28 2015 01:00:00 GMT-0800 (PST)",2015-01-28
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja1cr268233","pa",35,73497,"gray","black","fisher auto sales inc",9775,10600,"Wed Feb 25 2015 01:00:00 GMT-0800 (PST)",2015-02-25
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja3cr336421","ny",37,32959,"silver","black","ford motor credit company llc",13000,11800,"Wed Feb 18 2015 01:20:00 GMT-0800 (PST)",2015-02-18
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja3cr336421","pa",36,33029,"silver","black","scerbo auto leasing inc",13400,13800,"Fri Mar 06 2015 01:15:00 GMT-0800 (PST)",2015-03-06
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja4cr355012","az",38,59586,"black","black","the hertz corporation",10700,10800,"Thu Jan 22 2015 03:30:00 GMT-0800 (PST)",2015-01-22
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja4cr355012","az",36,59589,"gray","black","meridian remarketing",10800,11200,"Thu Feb 12 2015 03:00:00 GMT-0800 (PST)",2015-02-12
2011,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja5br154038","md",32,56466,"blue","black","all car leasing inc",10150,10400,"Tue Dec 23 2014 09:30:00 GMT-0800 (PST)",2014-12-23
2011,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja5br154038","md",35,56481,"blue","black","remarketing by ge/manheim baltimore washington",9900,9200,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja5cr183847","fl",39,38530,"Unknown","gray","ford motor credit company llc pd",12400,11600,"Thu Jan 15 2015 01:00:00 GMT-0800 (PST)",2015-01-15
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja5cr183847","fl",34,38619,"gray","gray","ford motor credit company llc pd",12450,11200,"Thu Feb 05 2015 01:00:00 GMT-0800 (PST)",2015-02-05
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja5cr194735","ga",28,90912,"gray","gray","bmw alphera/alphera financial services",8525,8400,"Thu May 28 2015 03:00:00 GMT-0700 (PDT)",2015-05-28
